id,num,gender,gender_label,gender_tj,letter,name_tj,name_cyrillic,name_latin,name_tj_raw,name_cyrillic_raw,name_latin_raw,is_official_permitted,legal_decree,is_enriched,matched_child_name_id,meaning,origin,attributes,history
tj_m_arishto_109,109,male,Мужской,Писарона,А,Аришто,Аришто,Arishto,АРИШТО,АРИШТО,ARISHTO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_armon_110,110,male,Мужской,Писарона,А,Армон,Армон,Armon,АРМОН,АРМОН,ARMON,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arnut_111,111,male,Мужской,Писарона,А,Арнут,Арнут,Arnut,АРНУТ,АРНУТ,ARNUT,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arsom_112,112,male,Мужской,Писарона,А,Арсом,Арсом,Arsom,АРСОМ,АРСОМ,ARSOM,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_artabon_113,113,male,Мужской,Писарона,А,Артабон,Артабон,Artabon,АРТАБОН,АРТАБОН,ARTABON,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_artavon_114,114,male,Мужской,Писарона,А,Артавон,Артавон,Artavon,АРТАВОН,АРТАВОН,ARTAVON,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_artoman_115,115,male,Мужской,Писарона,А,Артоман,Артоман,Artoman,АРТОМАН,АРТОМАН,ARTOMAN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_artomas_116,116,male,Мужской,Писарона,А,Артомас,Артомас,Artomas,АРТОМАС,АРТОМАС,ARTOMAS,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_artusht_117,117,male,Мужской,Писарона,А,Артушт,Артушт,Artusht,АРТУШТ,АРТУШТ,ARTUSHT,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arjmand_118,118,male,Мужской,Писарона,А,Арҷманд,Арджманд,Arjmand,АРҶМАНД,АРДЖМАНД,ARJMAND,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arshad_119,119,male,Мужской,Писарона,А,Аршад,Аршад,Arshad,АРШАД,АРШАД,ARSHAD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arshk_120,120,male,Мужской,Писарона,А,Аршак,Аршак,Arshаk,АРШАК,АРШАК,ARSHАK,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arshama_121,121,male,Мужской,Писарона,А,Аршама,Аршама,Arshama,АРШАМА,АРШАМА,ARSHAMA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arshan_122,122,male,Мужской,Писарона,А,Аршан,Аршан,Arshan,АРШАН,АРШАН,ARSHAN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arshiyo_123,123,male,Мужской,Писарона,А,Аршиё,Аршиё,Arshiyo,АРШИЁ,АРШИЁ,ARSHIYO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arshin_124,124,male,Мужской,Писарона,А,Аршин,Аршин,Arshin,АРШИН,АРШИН,ARSHIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arsho_125,125,male,Мужской,Писарона,А,Аршо,Аршо,Arsho,АРШО,АРШО,ARSHO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arshom_126,126,male,Мужской,Писарона,А,Аршом,Аршом,Arshom,АРШОМ,АРШОМ,ARSHOM,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arshon_127,127,male,Мужской,Писарона,А,Аршон,Аршон,Arshon,АРШОН,АРШОН,ARSHON,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_arshosp_128,128,male,Мужской,Писарона,А,Аршосп,Аршосп,Arshosp,АРШОСП,АРШОСП,ARSHOSP,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_asad_129,129,male,Мужской,Писарона,А,Асад,Асад,Asad,АСАД,АСАД,ASAD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",True,asad,Лев,Арабское,смелый; сильный; решительный; гордый; защищающий,"Арабское أَسَد — «лев». Один из самых почитаемых символов в арабской и исламской культуре. Хамза ибн Абдул-Мутталиб, дядя Пророка, прозван «Асадуллах» (Лев Аллаха) и «Сайид аш-Шухада» (Господин мучеников). Имам Али также носил прозвище «Асадуллах аль-Галиб» (Непобедимый Лев Аллаха). Мухаммад Асад (1900–1992) — один из самых известных европейских мусульман XX века, автор перевода Корана «The Message of the Quran»."
tj_m_asadullo_130,130,male,Мужской,Писарона,А,Асадулло,Асадулло,Asadullo,АСАДУЛЛО,АСАДУЛЛО,ASADULLO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_asil_131,131,male,Мужской,Писарона,А,Асил,Асил,Asil,АСИЛ,АСИЛ,ASIL,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",True,atheel,"Вечерняя пора, благородная по происхождению",Арабское,благородная; вечерняя; нежная; изысканная; поэтичная,"Арабское أَصِيل (асиль) — «вечернее время (перед закатом); благородный по происхождению». В арабской поэзии закатное время — самое поэтическое и меланхолическое. Коранический «асиль» (вечер) упоминается в контексте поминания Аллаха: «Поминайте Аллаха утром и вечером (وَالْآصَالِ)» (3:41, 7:205). Имя несёт образ возвышенной красоты вечернего часа."
tj_m_askar_132,132,male,Мужской,Писарона,А,Аскар,Аскар,Askar,АСКАР,АСКАР,ASKAR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_aslam_133,133,male,Мужской,Писарона,А,Аслам,Аслам,Aslam,АСЛАМ,АСЛАМ,ASLAM,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_asliddin_134,134,male,Мужской,Писарона,А,Аслиддин,Аслиддин,Asliddin,АСЛИДДИН,АСЛИДДИН,ASLIDDIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_asoiddin_135,135,male,Мужской,Писарона,А,Асомиддин,Асомиддин,Asoмiddin,АСОМИДДИН,АСОМИДДИН,ASOМIDDIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_asra_136,136,male,Мужской,Писарона,А,Асра,Асра,Asra,АСРА,АСРА,ASRA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",True,azraa,"Девственница, чистая непорочная дева. Корень عَذَرَ (адара) — быть невинным, чистым. عَذْرَاء — «незамужняя дева, сохранившая чистоту»",Арабское,чистая; невинная; скромная; целомудренная; кроткая,"Арабское عَذْرَاء (азра) — «дева, девственница». В Коране Марьям (Дева Мария) описывается как «аль-Батуль» (непорочная дева): «وَمَرْيَمَ ابْنَتَ عِمْرَانَ الَّتِي أَحْصَنَتْ فَرْجَهَا» (66:12) — «Марьям, дочь Имрана, охранявшую своё целомудрие». Марьям — единственная женщина, упомянутая по имени в Коране, и ей посвящена целая сура (19). Имя Азра популярно в персидской поэзии: «Вамик и Азра» — классическая история о верной деве."
tj_m_asror_137,137,male,Мужской,Писарона,А,Асрор,Асрор,Asror,АСРОР,АСРОР,ASROR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",True,asrar,Тайны (мн.ч. от сирр); сокровенные истины,Арабское,глубокомысленный; духовный; проницательный; мудрый; таинственный,"Арабское أَسْرَار (асрар) — мн.ч. от «сирр» (тайна, сокровенное). В суфийской традиции «асрар» — тайные духовные знания, передаваемые от шейха к ученику. Ибн Аль-Каййим писал об «асрар ас-салат» (тайнах молитвы). Имя часто встречается среди религиозных учёных субконтинента как выражение глубины духовного знания."
tj_m_ato_138,138,male,Мужской,Писарона,А,Ато,Ато,Ato,АТО,АТО,ATO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",True,ataa,"Дар, подарок, дарование",Арабское,щедрый; дарящий; добрый; благородный; дарованный,"Арабское عَطَاء (ата) — «дар, дарование». Ата ибн Аби Рабах (ок. 647–732) — чернокожий вольноотпущенник из Эфиопии; стал великим табиином и признанным муфтием Мекки: халиф Умар ибн Абдулазиз писал: «Лучший в Мекке в делах фикха — Ата ибн Аби Рабах». Пример того, как ислам возвышает человека вне зависимости от происхождения."
tj_m_atobakhsh_139,139,male,Мужской,Писарона,А,Атобахш,Атобахш,Atobakhsh,АТОБАХШ,АТОБАХШ,ATOBAKHSH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_attor_140,140,male,Мужской,Писарона,А,Аттор,Аттор,Attor,АТТОР,АТТОР,ATTOR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_afzal_141,141,male,Мужской,Писарона,А,Афзал,Афзал,Afzal,АФЗАЛ,АФЗАЛ,AFZAL,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",True,afzal,"Превосходный, наилучший из всех; от арабского корня فَضَلَ (фадала) — превосходить, отличаться достоинством. افضل — сравнительно-превосходная форма: «тот, кто выше всех по достоинству»",Арабское,превосходный; достойный; выдающийся; добродетельный; благородный,"Арабское أَفْضَل (афдал) — превосходная степень от «фадл» (فَضْل) — достоинство, щедрость, превосходство. В Коране (2:269): «Он дарует мудрость, кому пожелает, и кто получил мудрость, тот обрёл великое благо (خَيْرًا كَثِيرًا)» — исламские учёные связывали «фадл» с высшим даром Аллаха. Имя носил Афзал Хан — прославленный командующий Биджапурского султаната XVII в. В суфийской традиции «аль-афдал» — атрибут совершенства духовного пути."
tj_m_afzalshoh_142,142,male,Мужской,Писарона,А,Афзалшоҳ,Афзалшох,Afzalshoh,АФЗАЛШОҲ,АФЗАЛШОХ,AFZALSHOH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_afzunmehr_143,143,male,Мужской,Писарона,А,Афзунмеҳр,Афзунмехр,Afzunmehr,АФЗУНМЕҲР,АФЗУНМЕХР,AFZUNMEHR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_afrand_144,144,male,Мужской,Писарона,А,Афранд,Афранд,Afrand,АФРАНД,АФРАНД,AFRAND,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_afroz_145,145,male,Мужской,Писарона,А,Афроз,Афроз,Afroz,АФРОЗ,АФРОЗ,AFROZ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_afromin_146,146,male,Мужской,Писарона,А,Афромин,Афромин,Afromin,АФРОМИН,АФРОМИН,AFROMIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_afrosiyob_147,147,male,Мужской,Писарона,А,Афросиёб,Афросиёб,Afrosiyob,АФРОСИЁБ,АФРОСИЁБ,AFROSIYOB,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_afruz_148,148,male,Мужской,Писарона,А,Афрӯз,Афруз,Afruz,АФРӮЗ,АФРУЗ,AFRUZ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_afsar_149,149,male,Мужской,Писарона,А,Афсар,Афсар,Afsar,АФСАР,АФСАР,AFSAR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_afshid_150,150,male,Мужской,Писарона,А,Афшид,Афшид,Afshid,АФШИД,АФШИД,AFSHID,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_afshin_151,151,male,Мужской,Писарона,А,Афшин,Афшин,Afshin,АФШИН,АФШИН,AFSHIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ahd_152,152,male,Мужской,Писарона,А,Аҳад,Ахад,Ahаd,АҲАД,АХАД,AHАD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ahliddin_153,153,male,Мужской,Писарона,А,Аҳлиддин,Ахлиддин,Ahliddin,АҲЛИДДИН,АХЛИДДИН,AHLIDDIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ahmad_154,154,male,Мужской,Писарона,А,Аҳмад,Ахмад,Ahmad,АҲМАД,АХМАД,AHMAD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",True,ahmad,"Наиболее достойный похвалы, превозносящий Аллаха",Арабское,достойный; верующий; мудрый; благородный; стойкий,"Аҳмад — одно из имён самого Пророка Мухаммада, упомянутое в суре «Ас-Сафф» (61:6) как предсказанное пришествие. Происходит от арабского корня حمد (хамд — «хвала»), превосходная степень означает «тот, кто больше всех восхваляет Аллаха». Имам Ахмад ибн Ханбал (IX в.) — основатель одной из четырёх суннитских правовых школ, прославившийся несгибаемой стойкостью перед халифом аль-Мутасимом."
tj_m_ahmadshoh_155,155,male,Мужской,Писарона,А,Аҳмадшоҳ,Ахмадшох,Ahmadshoh,АҲМАДШОҲ,АХМАДШОХ,AHMADSHOH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ahror_156,156,male,Мужской,Писарона,А,Аҳрор,Ахрор,Ahror,АҲРОР,АХРОР,AHROR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ahtam_157,157,male,Мужской,Писарона,А,Аҳтам,Ахтам,Ahtam,АҲТАМ,АХТАМ,AHTAM,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ajam_158,158,male,Мужской,Писарона,А,Аҷам,Аджам,Ajam,АҶАМ,АДЖАМ,AJAM,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ajamrod_159,159,male,Мужской,Писарона,А,Аҷамрод,Аджамрод,Ajamrod,АҶАМРОД,АДЖАМРОД,AJAMROD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ajamshoh_160,160,male,Мужской,Писарона,А,Аҷамшоҳ,Аджамшох,Ajamshoh,АҶАМШОҲ,АДЖАМШОХ,AJAMSHOH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ajvon_161,161,male,Мужской,Писарона,А,Аҷвон,Аджвон,Ajvon,АҶВОН,АДЖВОН,AJVON,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ashkbus_162,162,male,Мужской,Писарона,А,Ашкбус,Ашкбус,Ashkbus,АШКБУС,АШКБУС,ASHKBUS,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ashkon_163,163,male,Мужской,Писарона,А,Ашкон,Ашкон,Ashkon,АШКОН,АШКОН,ASHKON,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ashovand_164,164,male,Мужской,Писарона,А,Ашованд,Ашованд,Ashovand,АШОВАНД,АШОВАНД,ASHOVAND,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ashraf_165,165,male,Мужской,Писарона,А,Ашраф,Ашраф,Ashraf,АШРАФ,АШРАФ,ASHRAF,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",True,ashraf,"Наиболее почётный, знатнейший",Арабское,благородный; справедливый; верующий; мудрый; честный,"От арабского أشرف — превосходная степень от «шариф» («почётный, знатный»). В исламской традиции самыми почитаемыми людьми являются Пророк и его потомки — шурафа (множ. от шариф). Ашраф аль-Максум («наиболее почётный из созданий») — одно из эпитетов Пророка Мухаммада в исламской поэзии."
tj_m_ashto_166,166,male,Мужской,Писарона,А,Ашто,Ашто,Ashto,АШТО,АШТО,ASHTO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ashudod_167,167,male,Мужской,Писарона,А,Ашудод,Ашудод,Ashudod,АШУДОД,АШУДОД,ASHUDOD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_ashur_168,168,male,Мужской,Писарона,А,Ашур,Ашур,Ashur,АШУР,АШУР,ASHUR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_azam_169,169,male,Мужской,Писарона,А,Аъзам,Аъзам,A’zam,АЪЗАМ,АЪЗАМ,A’ZAM,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",True,azzam,"Решительный, твёрдый в намерении",Арабское,решительный; твёрдый; целеустремлённый; стойкий; непреклонный,"Арабское عَزَّام (аззам) — «очень решительный, полный решимости». «Азм» (решимость, твёрдость намерения) — добродетель, упомянутая в Коране (3:159): «Когда же примешь решение, уповай на Аллаха». Абдулла Аззам (1941–1989) — исламский учёный и деятель, оказавший огромное влияние на джихадское движение 1980-х. Имя символизирует железную волю и целеустремлённость."
tj_m_badriddin_170,170,male,Мужской,Писарона,Б,Бадриддин,Бадриддин,Badriddin,БАДРИДДИН,БАДРИДДИН,BADRIDDIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_bayoz_171,171,male,Мужской,Писарона,Б,Баёз,Баёз,Bayoz,БАЁЗ,БАЁЗ,BAYOZ,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_bayzo_172,172,male,Мужской,Писарона,Б,Байзо,Байзо,Bayzo,БАЙЗО,БАЙЗО,BAYZO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_baqo_173,173,male,Мужской,Писарона,Б,Бақо,Бако,Baqo,БАҚО,БАКО,BAQO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_balosh_174,174,male,Мужской,Писарона,Б,Балош,Балош,Balosh,БАЛОШ,БАЛОШ,BALOSH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_balkhyor_175,175,male,Мужской,Писарона,Б,Балхёр,Балхёр,Balkhyor,БАЛХЁР,БАЛХЁР,BALKHYOR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_balami_176,176,male,Мужской,Писарона,Б,Балъамӣ,Балъами,Bal’ami,БАЛЪАМӢ,БАЛЪАМИ,BAL’AMI,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_bahman_177,177,male,Мужской,Писарона,Б,Баҳман,Бахман,Bahman,БАҲМАН,БАХМАН,BAHMAN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_bahmandod_178,178,male,Мужской,Писарона,Б,Баҳмандод,Бахмандод,Bahmandod,БАҲМАНДОД,БАХМАНДОД,BAHMANDOD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_bahromshod_179,179,male,Мужской,Писарона,Б,Баҳромшод,Бахромшод,Bahromshod,БАҲРОМШОД,БАХРОМШОД,BAHROMSHOD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barakatullo_180,180,male,Мужской,Писарона,Б,Баракатулло,Баракатулло,Barakatullo,БАРАКАТУЛЛО,БАРАКАТУЛЛО,BARAKATULLO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_bardiya_181,181,male,Мужской,Писарона,Б,Бардия,Бардия,Bardiya,БАРДИЯ,БАРДИЯ,BARDIYA,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzvar_182,182,male,Мужской,Писарона,Б,Барзвар,Барзвар,Barzvar,БАРЗВАР,БАРЗВАР,BARZVAR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzgar_183,183,male,Мужской,Писарона,Б,Барзгар,Барзгар,Barzgar,БАРЗГАР,БАРЗГАР,BARZGAR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barziyo_184,184,male,Мужской,Писарона,Б,Барзиё,Барзиё,Barziyo,БАРЗИЁ,БАРЗИЁ,BARZIYO,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzin_185,185,male,Мужской,Писарона,Б,Барзин,Барзин,Barzin,БАРЗИН,БАРЗИН,BARZIN,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzindod_186,186,male,Мужской,Писарона,Б,Барзиндод,Барзиндод,Barzindod,БАРЗИНДОД,БАРЗИНДОД,BARZINDOD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzinmehr_187,187,male,Мужской,Писарона,Б,Барзинмеҳр,Барзинмехр,Barzinmehr,БАРЗИНМЕҲР,БАРЗИНМЕХР,BARZINMEHR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzinfar_188,188,male,Мужской,Писарона,Б,Барзинфар,Барзинфар,Barzinfar,БАРЗИНФАР,БАРЗИНФАР,BARZINFAR,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzinshod_189,189,male,Мужской,Писарона,Б,Барзиншод,Барзиншод,Barzinshod,БАРЗИНШОД,БАРЗИНШОД,BARZINSHOD,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzmand_190,190,male,Мужской,Писарона,Б,Барзманд,Барзманд,Barzmand,БАРЗМАНД,БАРЗМАНД,BARZMAND,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzon_191,191,male,Мужской,Писарона,Б,Барзон,Барзон,Barzon,БАРЗОН,БАРЗОН,BARZON,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzu_192,192,male,Мужской,Писарона,Б,Барзу,Барзу,Barzu,БАРЗУ,БАРЗУ,BARZU,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
tj_m_barzush_193,193,male,Мужской,Писарона,Б,Барзуш,Барзуш,Barzush,БАРЗУШ,БАРЗУШ,BARZUSH,True,"Қарори Ҳукумати Ҷумҳурии Тоҷикистон аз 26 феврали соли 2026, №98",False,,,Тоҷикӣ / Форсӣ,,
